,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Description 2,Meta Description 2 Length,Meta Description 2 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
55,https://healthcare.utah.edu/neilsen-physical-rehab-hospital/specialties/sci-spinal-cord-injury/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,387,0,0.0,2,,5,4,0,0.1,0,0,0,0,0,0,,,,,,0.315,,http://healthcare.utah.edu/neilsen-physical-rehab-hospital/specialties/sci-spinal-cord-injury/,HTTP Redirect,,1.1,https://healthcare.utah.edu/neilsen-physical-rehab-hospital/specialties/sci-spinal-cord-injury/index.php,2022-01-31 15:39:30
56,https://healthcare.utah.edu/neurosciences/neurology/autonomic-dysfunction.php,text/html; charset=UTF-8,200,OK,Indexable,,Testing & Treatment for Autonomic Nervous System Disorders | University of Utah Health,86,783,Our neurologists at University of Utah Health are highly trained in testing and treating you for autonomic dysfunction symptoms. All you need is a referral from your primary care provider or other specialist to schedule an appointment with our neurology team.,259,1584,,0,0,,0,Autonomic Dysfunction,21,,0,Treating Autonomic Nervous System Disorders,43,What Is Autonomic Dysfunction?,30,"index,follow",,,,,,,,,47668,1118,17.062,2,,19,4,0,0.1,54,32,0,11,10,0,,,,,6fded8343b3a85438377b290fc20d106,0.096,,,,,1.1,https://healthcare.utah.edu/neurosciences/neurology/autonomic-dysfunction.php,2022-01-31 15:39:30
57,https://healthcare.utah.edu/orthopaedics/specialties/joint-replacement/joint-academy.php,text/html; charset=UTF-8,200,OK,Indexable,,"Joint Academy, University Orthopedic Center, Salt Lake City | University of Utah Health",87,763,"Prepare for your hip replacement or knee replacement by attending Joint Academy. This program will help you get the best outcomes from your joint replacement by helping you prepare for the surgery and recovery. This program is for patients, their care coaches, family, and friends.",281,1743,,0,0,,0,Joint Academy,13,,0,Preparing for Your Joint Replacement Experience,47,Preparing for Joint Replacement,31,"index,follow",,,,,,,,,58575,377,5.921,2,,29,14,0,0.36,61,39,0,12,11,0,,,,,378629b571a7e149f7d66d45f8f0f29a,0.44,,,,,1.1,https://healthcare.utah.edu/orthopaedics/specialties/joint-replacement/joint-academy.php,2022-01-31 15:39:30
58,https://healthcare.utah.edu/about/awards-and-honors.php,text/html; charset=UTF-8,200,OK,Indexable,,Awards & Honors | University of Utah Health,43,389,,0,0,,0,0,,0,Awards & Honors,15,,0,Top 10 in Quality for 11 Years Running,38,Top 5 in Ambulatory Care for 6 Years Running,44,"index,follow",,,,,,,,,59987,1249,15.706,2,,16,3,0,0.08,63,31,0,14,13,0,,,,,c29afaeab3d65977b5a832363a40a833,0.452,,,,,1.1,https://healthcare.utah.edu/about/awards-and-honors.php,2022-01-31 15:39:30
59,https://healthcare.utah.edu/bill/pdfs/policies/financial-assistance-policy-ara.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,138732,0,0.0,2,,1,1,0,0.03,0,0,0,0,0,0,,,,,,0.139,"Thu, 13 Jan 2022 17:47:46 GMT",,,,1.1,https://healthcare.utah.edu/bill/pdfs/policies/financial-assistance-policy-ara.pdf,2022-01-31 15:39:30
60,https://healthcare.utah.edu/locations/neurosciences-research-park/persistent-cough-clinic.php,text/html; charset=UTF-8,200,OK,Indexable,,Cough Clinic | University of Utah Health,40,350,,0,0,,0,0,,0,Chronic Cough Clinic,20,Chronic Cough Clinic,20,Treating Chronic Coughing Lasting Longer Than One Month,55,Why Do I Have a Cough That Won't Go Away?,41,"index,follow",,,,,,,,,42049,583,10.908,2,,15,2,0,0.05,48,26,0,11,10,0,,,,,2a842ed3b7bb70151f5224e3c38558bb,0.138,,,,,1.1,https://healthcare.utah.edu/locations/neurosciences-research-park/persistent-cough-clinic.php,2022-01-31 15:39:30
61,https://healthcare.utah.edu/patient-stories/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,336,0,0.0,2,,2,2,0,0.05,0,0,0,0,0,0,,,,,,0.077,,http://healthcare.utah.edu/patient-stories/,HTTP Redirect,,1.1,https://healthcare.utah.edu/patient-stories/index.php,2022-01-31 15:39:30
62,https://healthcare.utah.edu/orthopaedics/specialties/knee-pain/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,355,0,0.0,2,,5,5,0,0.13,0,0,0,0,0,0,,,,,,0.327,,http://healthcare.utah.edu/orthopaedics/specialties/knee-pain/,HTTP Redirect,,1.1,https://healthcare.utah.edu/orthopaedics/specialties/knee-pain/index.php,2022-01-31 15:39:30
63,https://healthcare.utah.edu/skull-base-tumors/acoustic-neuroma/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,355,0,0.0,2,,4,3,0,0.08,0,0,0,0,0,0,,,,,,0.312,,http://healthcare.utah.edu/skull-base-tumors/acoustic-neuroma/,HTTP Redirect,,1.1,https://healthcare.utah.edu/skull-base-tumors/acoustic-neuroma/index.php,2022-01-31 15:39:30
64,https://healthcare.utah.edu/coronavirus/{{%20baseurl%20}}/index.html,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,5,5,0,0.13,0,0,0,0,0,0,,,,,,0.436,,,,,1.1,https://healthcare.utah.edu/coronavirus/%7B%7B%20baseurl%20%7D%7D/index.html,2022-01-31 15:39:31
65,https://healthcare.utah.edu/general-surgery/gallbladder/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,348,0,0.0,2,,2,2,0,0.05,0,0,0,0,0,0,,,,,,0.309,,http://healthcare.utah.edu/general-surgery/gallbladder/,HTTP Redirect,,1.1,https://healthcare.utah.edu/general-surgery/gallbladder/index.php,2022-01-31 15:39:31
66,https://healthcare.utah.edu/plasticsurgery/pediatric/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,345,0,0.0,2,,2,2,0,0.05,0,0,0,0,0,0,,,,,,0.31,,http://healthcare.utah.edu/plasticsurgery/pediatric/,HTTP Redirect,,1.1,https://healthcare.utah.edu/plasticsurgery/pediatric/index.php,2022-01-31 15:39:31
67,https://healthcare.utah.edu/neurosciences/neurosurgery/subdural-hematoma.php,text/html; charset=UTF-8,200,OK,Indexable,,Treating Subdural Hematoma Symptoms | University of Utah Health,63,595,"At University of Utah Health, we specialize in effectively treating subdural hematomas using minimally invasive surgical techniques and brain surgery.",150,919,,0,0,,0,Subdural Hematoma,17,,0,What Is a Subdural Hematoma?,28,Types of Subdural Hematomas,27,"index,follow",,,,,,,,,48901,1372,19.673,2,,27,7,0,0.18,58,31,0,12,11,0,,,,,1902b3e35cf9a3580d30f1c12f2ba2cf,0.402,,,,,1.1,https://healthcare.utah.edu/neurosciences/neurosurgery/subdural-hematoma.php,2022-01-31 15:39:32
68,https://healthcare.utah.edu/bill/pdfs/application/financial-assistance-app-kor.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,187180,0,0.0,2,,1,1,0,0.03,0,0,0,0,0,0,,,,,,0.538,"Thu, 13 Jan 2022 17:47:41 GMT",,,,1.1,https://healthcare.utah.edu/bill/pdfs/application/financial-assistance-app-kor.pdf,2022-01-31 15:39:32
69,https://healthcare.utah.edu/womenshealth/pregnancy-birth/perinatal-education.php,text/html; charset=UTF-8,200,OK,Indexable,,Perinatal Education | University of Utah Health,47,407,"For expectant parents we offer several perinatal, childbirth classes. These include preparing for childbirth, breastfeeding, infant massage, pregnancy complications, hypnobirthing and others.",191,1169,,0,0,,0,Perinatal Education,19,,0,Classes for Expecting Parents,29,Classes,7,"index,follow",,,,,,,,,41939,758,13.6,2,,31,16,0,0.41,53,36,0,13,12,0,,,,,6e9e015d131451317bbaaeaf8d2c2e8a,1.796,,,,,1.1,https://healthcare.utah.edu/womenshealth/pregnancy-birth/perinatal-education.php,2022-01-31 15:39:30
70,https://healthcare.utah.edu/patient-family-services/medical-records-information-release.php,text/html; charset=UTF-8,200,OK,Indexable,,Medical Records & Information Release | University of Utah Health,65,583,"Forms patients and law enforcement must use to get a release of medical information. For patients to request medical information, you may fill out the attached form OR login to MyChart and request through MyChart.",213,1332,,0,0,,0,Medical Records & Information Release,37,,0,Releasing Medical Records & Patient Information,47,Requesting Medical Records,26,"index,follow",,,,,,,,,60534,1142,14.305,2,,27,13,0,0.34,83,48,0,13,10,0,,,,,cdf9d6f854e3e4a3295a0c8e395d6ad9,0.096,,,,,1.1,https://healthcare.utah.edu/patient-family-services/medical-records-information-release.php,2022-01-31 15:39:32
71,https://healthcare.utah.edu/womenshealth/gynecology/menopause/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,354,0,0.0,2,,8,8,0,0.21,0,0,0,0,0,0,,,,,,0.081,,http://healthcare.utah.edu/womenshealth/gynecology/menopause/,HTTP Redirect,,1.1,https://healthcare.utah.edu/womenshealth/gynecology/menopause/index.php,2022-01-31 15:39:32
72,https://healthcare.utah.edu/primarycare/images/urgentcare-option-1-red.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,461083,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.13,,,,,1.1,https://healthcare.utah.edu/primarycare/images/urgentcare-option-1-red.jpg,2022-01-31 15:39:32
73,https://healthcare.utah.edu/hmhi/conditions/autism-spectrum-disorder.php,text/html; charset=UTF-8,200,OK,Indexable,,"Autism Spectrum Disorder (ASD) Treatment & Management, Salt Lake City | University of Utah Health",97,894,Our compassionate team of multidisciplinary specialists takes a collaborative approach to diagnosing and treating patients with autism spectrum disorder symptoms. We treat people of all ages to provide a continuum of care and management from childhood to adulthood.,265,1668,,0,0,,0,Autism Spectrum Disorder (ASD),30,Autism Spectrum Disorder (ASD),30,What Is Autism Spectrum Disorder (ASD)?,39,What Are the Signs of Autism Spectrum Disorder?,47,"index,follow",,,,,,,,,55875,1341,16.803,2,,17,7,0,0.18,60,35,0,14,12,0,,,,,2c68d2fa7a01e5dbebd951c509888af6,2.026,,,,,1.1,https://healthcare.utah.edu/hmhi/conditions/autism-spectrum-disorder.php,2022-01-31 15:39:30
74,https://healthcare.utah.edu/urology/services/cystoscopy.php,text/html; charset=UTF-8,200,OK,Indexable,,Cystoscopy: What It Is & How to Prepare | University of Utah Health,67,591,"Cystoscopy is a procedure that lets your urologist or urogynecologist look at your urinary system. Your physician may recommend that you have one if you have blood in your urine. Find out more about the procedure, if you should consider it, and recovery.",254,1583,,0,0,,0,Cystoscopy,10,,0,What Is a Cystoscopy?,21,What Needs a Cystoscopy?,24,"index,follow",,,,,,,,,51473,1422,18.043,2,,19,3,0,0.08,65,39,0,12,11,0,,,,,faa590f71ea683d3238b16361b34f4c4,0.425,,,,,1.1,https://healthcare.utah.edu/urology/services/cystoscopy.php,2022-01-31 15:39:32
75,https://healthcare.utah.edu/locations/patient-family-housing/images/swiper/kitchenette2.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,104733,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.111,,,,,1.1,https://healthcare.utah.edu/locations/patient-family-housing/images/swiper/kitchenette2.jpg,2022-01-31 15:39:33
76,https://healthcare.utah.edu/brand/{{%20baseurl%20}}/index.html,text/html; charset=UTF-8,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.05,0,0,0,0,0,0,,,,,,0.401,,,,,1.1,https://healthcare.utah.edu/brand/%7B%7B%20baseurl%20%7D%7D/index.html,2022-01-31 15:39:32
77,https://healthcare.utah.edu/sleepwakecenter/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,336,0,0.0,2,,1,1,0,0.03,0,0,0,0,0,0,,,,,,0.314,,http://healthcare.utah.edu/sleepwakecenter/,HTTP Redirect,,1.1,https://healthcare.utah.edu/sleepwakecenter/index.php,2022-01-31 15:39:33
78,https://healthcare.utah.edu/fertility/treatments/surgery/myomectomy-uterine-fibroids.php,text/html; charset=UTF-8,200,OK,Indexable,,Uterine Fibroids Treatment: Myomectomy | University of Utah Health,66,599,A myomectomy is an effective treatment for uterine fibroid removal. It will even spare your fertility if you want to have a family in the future or continue growing the one you have. Call University of Utah Health to find out if a myomectomy is a suitable treatment option for your uterine fibroids.,299,1789,,0,0,,0,Myomectomy for Uterine Fibroids,31,Myomectomy for Uterine Fibroids,31,Uterine Fibroid Surgical Treatment,34,What Is A Myomectomy?,21,"index,follow",,,,,,,,,57979,1442,17.005,2,,28,4,0,0.1,77,42,0,13,12,0,,,,,d6b514b905404b52c2b149a13b5144ce,1.793,,,,,1.1,https://healthcare.utah.edu/fertility/treatments/surgery/myomectomy-uterine-fibroids.php,2022-01-31 15:39:31
79,https://healthcare.utah.edu/womenshealth/pregnancy-birth/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,349,0,0.0,2,,18,15,0,0.39,0,0,0,0,0,0,,,,,,0.08,,http://healthcare.utah.edu/womenshealth/pregnancy-birth/,HTTP Redirect,,1.1,https://healthcare.utah.edu/womenshealth/pregnancy-birth/index.php,2022-01-31 15:39:33
80,https://healthcare.utah.edu/locations/patient-family-housing/images/swiper/dining.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,107998,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.406,,,,,1.1,https://healthcare.utah.edu/locations/patient-family-housing/images/swiper/dining.jpg,2022-01-31 15:39:33
81,https://healthcare.utah.edu/aesthetics/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,331,0,0.0,2,,3,3,0,0.08,0,0,0,0,0,0,,,,,,0.317,,http://healthcare.utah.edu/aesthetics/,HTTP Redirect,,1.1,https://healthcare.utah.edu/aesthetics/index.php,2022-01-31 15:39:33
82,https://healthcare.utah.edu/locations/redwood/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,338,0,0.0,2,,7,6,0,0.16,0,0,0,0,0,0,,,,,,0.334,,http://healthcare.utah.edu/locations/redwood/,HTTP Redirect,,1.1,https://healthcare.utah.edu/locations/redwood/index.php,2022-01-31 15:39:33
84,https://healthcare.utah.edu/locations/peak/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,335,0,0.0,2,,2,2,0,0.05,0,0,0,0,0,0,,,,,,0.304,,http://healthcare.utah.edu/locations/peak/,HTTP Redirect,,1.1,https://healthcare.utah.edu/locations/peak/index.php,2022-01-31 15:39:33
85,https://healthcare.utah.edu/publicaffairs/news/2021/01/racism-public-health-crisis.php,text/html; charset=UTF-8,200,OK,Indexable,,Systemic Racism is a Public Health Crisis | University of Utah Health,69,603,"As members and leaders from Utah’s healthcare organizations, we believe systemic racism is a real threat to the health of our patients, our families, and our communities. Systemic racism includes a complex array of economic and resource inequalities found throughout significant parts of the U.S. society. Domestic tranquility, for everyone, is an achievable goal.",364,2245,,0,0,,0,Systemic Racism is a Public Health Crisis,41,,0,,0,,0,"index,follow",,,,,,,,,35353,985,21.085,2,,16,5,0,0.13,56,38,0,12,11,0,,,,,3c2901f3736c0e79d6ece554eb99c169,0.451,,,,,1.1,https://healthcare.utah.edu/publicaffairs/news/2021/01/racism-public-health-crisis.php,2022-01-31 15:39:34
86,https://healthcare.utah.edu/pediatrics/conditions/rheumatology.php,text/html; charset=UTF-8,200,OK,Indexable,,Pediatric Rheumatology | University of Utah Health,50,446,,0,0,,0,0,,0,Pediatric Rheumatology,22,,0,Treating Rheumatology Conditions in Children,44,Find a Specialist,17,"index,follow",,,,,,,,,34032,190,6.933,2,,22,12,0,0.31,46,28,0,15,14,0,,,,,73b8b0152125de4dbfcaf556e8c190be,0.412,,,,,1.1,https://healthcare.utah.edu/pediatrics/conditions/rheumatology.php,2022-01-31 15:39:34
87,https://healthcare.utah.edu/infectiousdiseases/hiv-prep/index.php,text/html; charset=iso-8859-1,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,348,0,0.0,2,,3,2,0,0.05,0,0,0,0,0,0,,,,,,0.075,,http://healthcare.utah.edu/infectiousdiseases/hiv-prep/,HTTP Redirect,,1.1,https://healthcare.utah.edu/infectiousdiseases/hiv-prep/index.php,2022-01-31 15:39:34
88,https://healthcare.utah.edu/wellness/services/lifestyle-medicine.php,text/html; charset=UTF-8,200,OK,Indexable,,Lifestyle Medicine Consult Services | University of Utah Health,63,548,Manage your lifestyle better to prevent chronic diseases or lessen your symptoms. Our team of providers and specialists can help you look at your overall health and identify how to be a better you.,197,1217,,0,0,,0,Lifestyle Medicine Consult Services,35,Lifestyle Medicine Consult Services,35,What Is a Lifestyle Consult?,28,"Prevent, Manage, and Treat Chronic Disease",42,"index,follow",,,,,,,,,50080,676,10.589,2,,17,2,0,0.05,81,56,0,11,10,0,,,,,9c3e0abd7c2f457706350bdc360d0827,0.428,,,,,1.1,https://healthcare.utah.edu/wellness/services/lifestyle-medicine.php,2022-01-31 15:39:34
89,https://healthcare.utah.edu/bill/medicaid-esp.php,text/html; charset=UTF-8,200,OK,Indexable,,Medicaid Expansion | University of Utah Health,46,413,,0,0,,0,0,,0,Medicaid Expansion,18,,0,Los Reglamentos Para Calificar Para Medicaid Han Cambiado,57,Vea Si Califica,15,"index,follow",,,,,,,,,50451,577,9.987,2,,21,7,0,0.18,64,36,0,19,16,0,,,,,fe7fad3f2ac3b19d1de65fa645b998d8,0.133,,,,,1.1,https://healthcare.utah.edu/bill/medicaid-esp.php,2022-01-31 15:39:34
90,https://healthcare.utah.edu/womenshealth/gynecology/surgery/prolapse.php,text/html; charset=UTF-8,200,OK,Indexable,,"Prolapse Surgery: Uterine, Vaginal, Bladder | University of Utah Health",71,619,Surgery to fix prolapse can help you feel better. U of U Health provides several different types of prolapse surgery depending on your individual condition. Find information about the procedure and recovery process here.,220,1355,,0,0,,0,Prolapse Surgery,16,,0,Treating Prolapse With Surgical Precision & Experience,54,Types of Prolapse Surgery We Offer,34,"index,follow",,,,,,,,,62296,1634,17.56,2,,23,7,0,0.18,76,46,0,13,12,0,,,,,cc9251450c2747dda69c636708939a3d,1.654,,,,,1.1,https://healthcare.utah.edu/womenshealth/gynecology/surgery/prolapse.php,2022-01-31 15:39:33
91,https://healthcare.utah.edu/pediatrics/programs-services/neonatology.php,text/html; charset=UTF-8,200,OK,Indexable,,Pediatric Neonatology | University of Utah Health,49,429,,0,0,,0,0,,0,Pediatric Neonatology,21,,0,Neonatal Intensive Care Unit (NICU),35,Find a Specialist,17,"index,follow",,,,,,,,,39981,269,7.368,2,,18,5,0,0.13,49,30,0,12,11,0,,,,,3e62d62d9ad6ec9e212b27cc6d798241,0.103,,,,,1.1,https://healthcare.utah.edu/pediatrics/programs-services/neonatology.php,2022-01-31 15:39:34
92,https://healthcare.utah.edu/bill/pdfs/policies/financial-assistance-policy-t-mandarin-chinese.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,528674,0,0.0,2,,1,1,0,0.03,0,0,0,0,0,0,,,,,,0.418,"Thu, 13 Jan 2022 17:47:48 GMT",,,,1.1,https://healthcare.utah.edu/bill/pdfs/policies/financial-assistance-policy-t-mandarin-chinese.pdf,2022-01-31 15:39:34
93,https://healthcare.utah.edu/bill/pdfs/plain-language-spanish.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,39564,0,0.0,2,,1,1,0,0.03,0,0,0,0,0,0,,,,,,0.128,"Thu, 13 Jan 2022 17:47:44 GMT",,,,1.1,https://healthcare.utah.edu/bill/pdfs/plain-language-spanish.pdf,2022-01-31 15:39:35
94,https://healthcare.utah.edu/hmhi/conditions/psychosis/schizophrenia.php,text/html; charset=UTF-8,200,OK,Indexable,,Schizophrenia Treatment & Management at Huntsman Mental Health Institute (HMHI) | University of Utah Health,107,985,"At Huntsman Mental Health Institute, our providers offer comprehensive inpatient and outpatient treatment for patients struggling with schizophrenia. We are here to support you and your loved ones.",197,1221,,0,0,,0,Schizophrenia,13,,0,What Is Schizophrenia?,22,Schizophrenia Symptoms,22,"index,follow",,,,,,,,,82090,1342,11.539,2,,17,4,0,0.1,67,38,0,15,13,0,,,,,5d5c2ec17d15dd1bc259dc847451283a,0.114,,,,,1.1,https://healthcare.utah.edu/hmhi/conditions/psychosis/schizophrenia.php,2022-01-31 15:39:34
