,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,Meta Keywords 2,Meta Keywords 2 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
73,https://uhnj.org/about/board/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Board of Directors | About the Hospital | University Hospital, Newark, NJ",73,630,,0,0,,0,,0,UH BOARD OF DIRECTORS,21,,0,Board Members,13,,0,,,,,,,,,,20179,138,9.92,1,,503,466,0,87.43,75,47,0,10,10,0,,,,,de3041f92a9ecdc612e0124c8d8c4240,0.026,"Mon, 13 Dec 2021 15:42:37 GMT",,,,1.1,https://uhnj.org/about/board/index.htm,2022-02-04 11:34:22
74,https://uhnj.org/directory/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,Physician Directory,19,,0,Physician Directory,19,,0,,,,,,,,,,27076,272,12.126,1,,484,466,0,87.43,110,46,0,14,12,0,,,,,32afe63147c450002bd25cb8da0a633c,0.082,"Tue, 01 Feb 2022 17:13:46 GMT",,,,1.1,https://uhnj.org/directory/index.htm,2022-02-04 11:34:22
75,https://uhnj.org/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,Home | University Hospital,26,234,University Hospital is an academic medical center. We are a regional resource for advanced care in a wide range of medical specialties. We are home to northern New Jersey's Level I Trauma Center and to specialty programs such as the Center for Liver Diseases and the Comprehensive Stroke Center.,295,1888,,0,,0,Virtual Family Visit Request,28,University Hospital Earns National Recognition For Quality Improvement Measures,79,,0,,0,,,,,,,,,,27902,382,12.914,1,,1733,466,0,87.43,62,44,0,11,11,0,,,,,ed74d79bdb901680c293f84b4ab7cbd7,0.079,"Thu, 03 Feb 2022 12:09:00 GMT",,,,1.1,https://uhnj.org/index.htm,2022-02-04 11:34:22
76,https://uhnj.org/compliance/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Office of Ethics & Compliance | University Hospital, Newark, NJ",63,556,,0,0,,0,,0,,0,,0,Office of Ethics & Compliance,29,Office of Ethics & Compliance ,30,,,,,,,,,,19535,192,12.095,1,,933,466,0,87.43,61,37,0,11,11,0,,,,,21f9ae93ddb8c23548ec367c3eaa3b5f,0.03,"Mon, 15 Nov 2021 11:47:51 GMT",,,,1.1,https://uhnj.org/compliance/index.htm,2022-02-04 11:34:22
77,https://uhnj.org/press_room/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Press Room | University Hospital, Newark, NJ",44,403,,0,0,,0,,0,University Hospital News Room,29,,0,,0,,0,,,,,,,,,,73921,5992,55.597,1,,1761,466,0,87.43,196,131,0,16,14,0,,,,,2a6e9b75b5fa2599fae53f60c23306d,0.026,"Tue, 01 Feb 2022 17:16:35 GMT",,,,1.1,https://uhnj.org/press_room/index.htm,2022-02-04 11:34:22
78,https://uhnj.org/contact/numbers.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Contact | University Hospital, Newark, NJ",41,362,,0,0,,0,,0,Important Phone Numbers,23,,0,,0,,0,,,,,,,,,,23714,292,12.977,1,,484,466,0,87.43,110,46,0,14,12,0,,,,,52aaf0a091bb090f2fe95c72b2a51bcb,0.028,"Tue, 01 Feb 2022 17:13:32 GMT",,,,1.1,https://uhnj.org/contact/numbers.htm,2022-02-04 11:34:22
80,https://uhnj.org/privacy/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Web site Privacy Policy| University Hospital, Newark, NJ",56,496,,0,0,,0,,0,University Hospital,19,,0,University Hospital Web Site Privacy Statement,46,,0,,,,,,,,,,21885,366,16.04,1,,461,449,0,84.24,79,46,0,12,12,0,,,,,b41cee42bb86bdf3b9328b85ac659c74,0.121,"Tue, 01 Feb 2022 17:16:55 GMT",,,,1.1,https://uhnj.org/privacy/index.htm,2022-02-04 11:34:22
83,https://uhnj.org/images/gwtg3.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,43494,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.027,"Fri, 09 Apr 2021 06:42:53 GMT",,,,1.1,https://uhnj.org/images/gwtg3.jpg,2022-02-04 11:34:23
84,https://uhnj.org/stroke/center.htm,text/html; charset=iso-8859-1,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,215,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.025,,,,,1.1,https://uhnj.org/stroke/center.htm,2022-02-04 11:34:23
85,https://uhnj.org/press_room/UH_Lead_Screening_8-14-19.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,146060,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.083,"Fri, 09 Apr 2021 06:47:49 GMT",,,,1.1,https://uhnj.org/press_room/UH_Lead_Screening_8-14-19.pdf,2022-02-04 11:34:23
86,https://uhnj.org/maternity/images/lg4.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,20895,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.115,"Wed, 17 Feb 2021 23:03:48 GMT",,,,1.1,https://uhnj.org/maternity/images/lg4.png,2022-02-04 11:34:23
87,https://uhnj.org/directory/pediatrics/ped_gastro.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Pediatrics,10,,0,,,,,,,,,,24756,324,13.911,2,,19,3,0,0.56,110,47,0,14,12,0,,,,,ac2bf08a4b5db4d93d7dd3bc99adbf17,0.106,"Tue, 01 Feb 2022 17:14:00 GMT",,,,1.1,https://uhnj.org/directory/pediatrics/ped_gastro.htm,2022-02-04 11:34:23
88,https://uhnj.org/stroke/ems.htm,text/html; charset=iso-8859-1,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,212,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.043,,,,,1.1,https://uhnj.org/stroke/ems.htm,2022-02-04 11:34:23
89,https://uhnj.org/about/awards/images/AHA_lifeline.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,4629,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.172,"Fri, 09 Apr 2021 06:37:31 GMT",,,,1.1,https://uhnj.org/about/awards/images/AHA_lifeline.jpg,2022-02-04 11:34:23
90,https://uhnj.org/directory/neurosciences/general_neurology.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Neurosciences,13,,0,,,,,,,,,,24143,264,12.108,2,,19,3,0,0.56,114,50,0,14,12,0,,,,,95f557923d1668114e495b3e5370a9bd,0.13,"Tue, 01 Feb 2022 17:13:45 GMT",,,,1.1,https://uhnj.org/directory/neurosciences/general_neurology.htm,2022-02-04 11:34:23
91,https://uhnj.org/press_room/donation/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Press Room | University Hospital, Newark, NJ",44,403,,0,0,,0,,0,,0,,0,University Hospital,19,,0,,,,,,,,,,34866,741,17.434,2,,13,2,0,0.38,80,48,0,14,14,0,,,,,41ce21e1086d0e8233802191cfcbed5d,0.143,"Tue, 01 Feb 2022 17:16:26 GMT",,,,1.1,https://uhnj.org/press_room/donation/index.htm,2022-02-04 11:34:23
92,https://uhnj.org/press_room/Liver_Press_Release.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,138088,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.042,"Fri, 09 Apr 2021 06:47:17 GMT",,,,1.1,https://uhnj.org/press_room/Liver_Press_Release.pdf,2022-02-04 11:34:23
93,https://uhnj.org/specialized_services/livertransplant/index.shtml,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,Center for Advanced Liver Diseases and Transplantation,54,,0,,0,,0,,,,,,,,,,22881,306,14.252,2,,60,23,0,4.32,86,43,0,16,13,0,,,,,8211578019c68e8644cc052939de2daa,0.038,,,,,1.1,https://uhnj.org/specialized_services/livertransplant/index.shtml,2022-02-04 11:34:23
94,https://uhnj.org/vaccination/Pfizer-BioNTECH%20COVID-19-Vaccine_EUA_Fact_sheet.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,204168,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.046,"Tue, 26 Jan 2021 11:30:29 GMT",,,,1.1,https://uhnj.org/vaccination/Pfizer-BioNTECH%20COVID-19-Vaccine_EUA_Fact_sheet.pdf,2022-02-04 11:34:23
95,https://uhnj.org/specialized_services/stroke/index.html,text/html; charset=UTF-8,200,OK,Indexable,,"UH Stroke Center | University Hospital, Newark, NJ",50,450,,0,0,,0,,0,The Comprehensive Stroke Center at University Hospital,54,,0,,0,,0,,,,,,,,,,20483,311,14.724,2,,22,8,0,1.5,65,39,0,10,10,0,,,,,f49edd39884d64931d39b30c2eab3d6b,0.12,"Tue, 26 Oct 2021 13:49:24 GMT",,,,1.1,https://uhnj.org/specialized_services/stroke/index.html,2022-02-04 11:34:23
96,https://uhnj.org/maternity/images/best_hospitals.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,26607,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.036,"Wed, 17 Feb 2021 23:03:48 GMT",,,,1.1,https://uhnj.org/maternity/images/best_hospitals.png,2022-02-04 11:34:24
97,https://uhnj.org/patients/financial.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Patient info | University Hospital, Newark, NJ",46,393,,0,0,,0,,0,University Hospital,19,,0,A Patients Guide to Financial Services,38,,0,,,,,,,,,,31106,1056,25.577,2,,379,203,0,38.09,112,48,0,15,13,0,,,,,8975a5f2a53a1c17679f83ac3b096d0d,0.125,"Tue, 01 Feb 2022 17:16:19 GMT",,,,1.1,https://uhnj.org/patients/financial.htm,2022-02-04 11:34:23
98,https://uhnj.org/about/awards/images/Star-Ledger.jpg,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,31524,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.117,"Fri, 09 Apr 2021 06:37:30 GMT",,,,1.1,https://uhnj.org/about/awards/images/Star-Ledger.jpg,2022-02-04 11:34:24
99,https://uhnj.org/patients/qual_safety.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Patient info | University Hospital, Newark, NJ",46,393,,0,0,,0,,0,University Hospital,19,,0,Quality Health Care at University Hospital,42,,0,,,,,,,,,,42365,832,15.774,2,,379,203,0,38.09,110,46,0,18,16,0,,,,,1b7e75b5b2eff7c9249b5f6a9a662d39,0.04,"Tue, 01 Feb 2022 17:16:16 GMT",,,,1.1,https://uhnj.org/patients/qual_safety.htm,2022-02-04 11:34:24
100,https://uhnj.org/vaccination/Fact-sheet-recipients-caregivers-Moderna%20COVID-19%20vaccine.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,321306,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.038,"Tue, 26 Jan 2021 11:30:18 GMT",,,,1.1,https://uhnj.org/vaccination/Fact-sheet-recipients-caregivers-Moderna%20COVID-19%20vaccine.pdf,2022-02-04 11:34:24
101,https://uhnj.org/directory/emergency_medicine/pediatric_emergency_services.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Emergency Medicine,18,,0,,,,,,,,,,25330,278,12.011,2,,19,3,0,0.56,113,50,0,19,17,0,,,,,d00e289436544c8a2e1803dd0bc91d06,0.107,"Tue, 01 Feb 2022 17:14:07 GMT",,,,1.1,https://uhnj.org/directory/emergency_medicine/pediatric_emergency_services.htm,2022-02-04 11:34:24
102,https://uhnj.org/specialized_services/livertransplant/html/transplantprocess/appointment.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,Center for Advanced Liver Diseases and Transplantation,54,,0,Make an Appointment,19,,0,,,,,,,,,,21889,152,9.638,2,,59,22,0,4.13,86,43,0,16,13,0,,,,,349405bf0ef4478e2b252b1fb29c78d7,0.127,"Tue, 26 Oct 2021 13:48:35 GMT",,,,1.1,https://uhnj.org/specialized_services/livertransplant/html/transplantprocess/appointment.htm,2022-02-04 11:34:24
103,https://uhnj.org/braintumor/html/contactusbrain/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,The Brain Tumor Program,23,,0,Contact Us,10,,0,,,,,,,,,,26504,311,12.326,2,,53,20,0,3.75,130,47,0,10,10,0,,,,,df0472673da8822ab3efbea3d357e9e4,0.046,"Tue, 26 Oct 2021 13:19:19 GMT",,,,1.1,https://uhnj.org/braintumor/html/contactusbrain/index.htm,2022-02-04 11:34:24
104,https://uhnj.org/directory/neuro_surg/neuro_trauma.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Neurological Surgery,20,,0,,,,,,,,,,24374,310,13.348,2,,19,3,0,0.56,112,49,0,14,12,0,,,,,f5fce07aa2165095f3ba34f8a3103b77,0.036,"Tue, 01 Feb 2022 17:13:47 GMT",,,,1.1,https://uhnj.org/directory/neuro_surg/neuro_trauma.htm,2022-02-04 11:34:24
105,https://uhnj.org/press_room/Arrythmia_Institute_Release2.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,323227,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.039,"Fri, 09 Apr 2021 06:48:00 GMT",,,,1.1,https://uhnj.org/press_room/Arrythmia_Institute_Release2.pdf,2022-02-04 11:34:24
106,https://uhnj.org/press_room/ACC_Waiting_Room.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,106377,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.169,"Fri, 09 Apr 2021 06:47:05 GMT",,,,1.1,https://uhnj.org/press_room/ACC_Waiting_Room.pdf,2022-02-04 11:34:24
107,https://uhnj.org/directory/psychiatry/substance.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Psychiatry,10,,0,,,,,,,,,,23433,215,11.041,2,,19,3,0,0.56,111,48,0,14,12,0,,,,,36ff52390a41e736391d7621b49e73f0,0.038,"Tue, 01 Feb 2022 17:14:09 GMT",,,,1.1,https://uhnj.org/directory/psychiatry/substance.htm,2022-02-04 11:34:24
108,https://uhnj.org/about/COB/UH-COB-bylaws.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,52545,0,0.0,2,,21,11,0,2.06,0,0,0,0,0,0,,,,,,0.155,"Fri, 09 Apr 2021 06:37:42 GMT",,,,1.1,https://uhnj.org/about/COB/UH-COB-bylaws.pdf,2022-02-04 11:34:24
109,https://uhnj.org/directory/pediatrics/allergy.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Pediatrics,10,,0,,,,,,,,,,24982,359,14.405,2,,19,3,0,0.56,111,48,0,14,12,0,,,,,acb504aa16f6ced9cb0e6bb880f43d73,0.048,"Tue, 01 Feb 2022 17:13:59 GMT",,,,1.1,https://uhnj.org/directory/pediatrics/allergy.htm,2022-02-04 11:34:24
110,https://uhnj.org/transparency/insurances.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Transparency In Billing Practices | University Hospital, Newark, NJ",67,584,,0,0,,0,,0,Transparency In Billing Practices,33,,0,Accepted Insurances:,20,,0,,,,,,,,,,19937,264,13.904,2,,382,209,0,39.21,58,34,0,10,10,0,,,,,d941a3a4003317ef433cfc501bf39b89,0.027,"Tue, 26 Oct 2021 13:35:51 GMT",,,,1.1,https://uhnj.org/transparency/insurances.htm,2022-02-04 11:34:24
111,https://uhnj.org/directory/obgyn/pdid.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,OB Gyn,6,,0,,,,,,,,,,24856,320,13.387,2,,19,3,0,0.56,114,51,0,14,12,0,,,,,8075149c9c1b0519dc5e0a8872738d7f,0.111,"Tue, 01 Feb 2022 17:13:51 GMT",,,,1.1,https://uhnj.org/directory/obgyn/pdid.htm,2022-02-04 11:34:24
112,https://uhnj.org/about/COB/cob_minutes/index.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Community Oversight Board | About the Hospital | University Hospital, Newark, NJ",80,721,,0,0,,0,,0,UH Community Oversight Board,28,,0,Meeting Minutes,15,,0,,,,,,,,,,23895,83,7.481,2,,28,11,0,2.06,73,47,0,10,10,0,,,,,e0f01eb45ff15d5f153011ef7ff9d1c7,0.027,"Tue, 26 Oct 2021 13:18:14 GMT",,,,1.1,https://uhnj.org/about/COB/cob_minutes/index.htm,2022-02-04 11:34:24
113,https://uhnj.org/directory/psychiatry/stress.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Psychiatry,10,,0,,,,,,,,,,23439,215,11.076,2,,19,3,0,0.56,111,48,0,14,12,0,,,,,f3fac8e2041dd804361fe6a4705e62a0,0.083,"Tue, 01 Feb 2022 17:14:09 GMT",,,,1.1,https://uhnj.org/directory/psychiatry/stress.htm,2022-02-04 11:34:24
114,https://uhnj.org/about/board/members/odowd.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Board of Directors | About the Hospital | University Hospital, Newark, NJ",73,630,,0,0,,0,,0,Board Members,13,,0,,0,,0,,,,,,,,,,20613,293,14.661,2,,8,2,0,0.38,64,37,0,10,10,0,,,,,3f8c30de01226651ea6543e0d688e229,0.025,"Mon, 13 Dec 2021 15:42:44 GMT",,,,1.1,https://uhnj.org/about/board/members/odowd.htm,2022-02-04 11:34:24
115,https://uhnj.org/press_room/UH_Surgeon_General_Visit_Release.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,219426,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.028,"Fri, 09 Apr 2021 06:47:48 GMT",,,,1.1,https://uhnj.org/press_room/UH_Surgeon_General_Visit_Release.pdf,2022-02-04 11:34:24
116,https://uhnj.org/cardiology/about/meetthestaff_cardiothoracic.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Cardiothoracic Surgery | University Hospital, Newark, NJ",56,497,,0,0,,0,,0,Cardiology,10,,0,Meet The Staff,14,,0,,,,,,,,,,24061,482,18.305,2,,52,21,0,3.94,92,50,0,12,11,0,,,,,a1e5445f531300d736c8f1ac44b0b9e2,0.027,"Tue, 26 Oct 2021 13:19:47 GMT",,,,1.1,https://uhnj.org/cardiology/about/meetthestaff_cardiothoracic.htm,2022-02-04 11:34:24
117,https://uhnj.org/ACC/services.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Ambulatory Care Services | University Hospital, Newark, NJ",58,523,,0,0,,0,,0,Ambulatory Care Services,24,,0,,0,,0,,,,,,,,,,19822,93,8.721,2,,60,27,0,5.07,79,43,0,10,10,0,,,,,f598ec0321d31f0da5844b852f29f0f0,0.026,"Tue, 26 Oct 2021 13:18:28 GMT",,,,1.1,https://uhnj.org/ACC/services.htm,2022-02-04 11:34:24
118,https://uhnj.org/epilepsy/html/aboutepilepsy/faqs.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Epilepsy Center | University Hospital, Newark, NJ",49,435,,0,0,,0,,0,The Epilepsy Center,19,,0,Frequently Asked Questions,26,,0,,,,,,,,,,48951,1967,27.693,2,,65,19,0,3.56,108,49,0,10,10,0,,,,,da1e433941856e1f35dafef33950f53f,0.031,"Tue, 26 Oct 2021 13:22:14 GMT",,,,1.1,https://uhnj.org/epilepsy/html/aboutepilepsy/faqs.htm,2022-02-04 11:34:24
119,https://uhnj.org/press_room/munoz_dedication.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,160263,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.028,"Fri, 09 Apr 2021 06:48:02 GMT",,,,1.1,https://uhnj.org/press_room/munoz_dedication.pdf,2022-02-04 11:34:24
120,http://www.uhnj.org/uhnetweb/patient_bill_rights/Patient_Bill_of_Rights-English.pdf,text/html; charset=iso-8859-1,302,Found,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,264,0,0.0,2,,7,4,0,0.75,0,0,0,0,0,0,,,,,,0.028,,https://uhnj.org/uhnetweb/patient_bill_rights/Patient_Bill_of_Rights-English.pdf,HTTP Redirect,,1.1,http://www.uhnj.org/uhnetweb/patient_bill_rights/Patient_Bill_of_Rights-English.pdf,2022-02-04 11:34:24
121,https://uhnj.org/maternity/images/Castle_Connolly.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,18974,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.031,"Wed, 17 Feb 2021 23:03:50 GMT",,,,1.1,https://uhnj.org/maternity/images/Castle_Connolly.png,2022-02-04 11:34:24
122,https://uhnj.org/directory/neurosciences/stroke.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Department Directory | University Hospital, Newark, NJ",54,482,,0,0,,0,,0,Department Directory,20,,0,Neurosciences,13,,0,,,,,,,,,,25991,536,18.857,2,,19,3,0,0.56,112,48,0,14,12,0,,,,,ba5ecfdc08a325cde3485b8ffb3d2643,0.083,"Tue, 01 Feb 2022 17:13:45 GMT",,,,1.1,https://uhnj.org/directory/neurosciences/stroke.htm,2022-02-04 11:34:24
123,https://uhnj.org/press_room/AHA_Awards_for_UH.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,36433,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.026,"Thu, 26 Aug 2021 19:08:22 GMT",,,,1.1,https://uhnj.org/press_room/AHA_Awards_for_UH.pdf,2022-02-04 11:34:24
124,https://uhnj.org/specialized_services/neurosurgery/index.shtml,text/html; charset=UTF-8,200,OK,Indexable,,"Specialized Services | University Hospital, Newark, NJ",54,477,,0,0,,0,,0,Neurosurgery at University Hospital,35,,0,,0,,0,,,,,,,,,,20352,299,15.217,2,,29,17,0,3.19,60,36,0,12,11,0,,,,,c876d238e22d3f77972865b93c4f6d70,0.078,,,,,1.1,https://uhnj.org/specialized_services/neurosurgery/index.shtml,2022-02-04 11:34:24
125,https://uhnj.org/covid-19/visitor-restrictions.html,text/html; charset=UTF-8,200,OK,Indexable,,"Visitor Restrictions | University Hospital, Newark, NJ",54,458,,0,0,,0,,0,Visitor Restrictions,20,,0,,0,,0,,,,,,,,,,29381,602,17.886,2,,57,6,0,1.13,142,51,0,17,13,0,,,,,89d7e5bc8c340c8213e47d46c89b9b09,0.083,"Thu, 03 Feb 2022 12:08:27 GMT",,,,1.1,https://uhnj.org/covid-19/visitor-restrictions.html,2022-02-04 11:34:24
126,https://uhnj.org/supplier_diversity/policy.htm,text/html; charset=UTF-8,200,OK,Indexable,,"Supplier Diversity | University Hospital, Newark, NJ",52,450,,0,0,,0,,0,Supplier Diversity,18,,0,Our Policy,10,,0,,,,,,,,,,19200,118,10.28,2,,25,10,0,1.88,66,39,0,12,11,0,,,,,ef5118af4b875501482d293541f09c79,0.026,"Tue, 26 Oct 2021 13:50:32 GMT",,,,1.1,https://uhnj.org/supplier_diversity/policy.htm,2022-02-04 11:34:24
127,https://uhnj.org/press_room/UH_Vision_and_Branding.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,95830,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.025,"Fri, 09 Apr 2021 06:47:17 GMT",,,,1.1,https://uhnj.org/press_room/UH_Vision_and_Branding.pdf,2022-02-04 11:34:24
128,https://uhnj.org/patients/trans.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,University Hospital,19, ,1,Transportation and Accommodations,33,,0,,,,,,,,,,28685,544,16.077,2,,379,203,0,38.09,110,46,0,14,12,0,,,,,e9cc3c4864ffe1db62d132db0faa86d5,0.025,"Tue, 01 Feb 2022 17:16:20 GMT",,,,1.1,https://uhnj.org/patients/trans.htm,2022-02-04 11:34:24
129,https://uhnj.org/braintumor/html/aboutthebrainandtumors/anatomyofthebrain.htm,text/html; charset=UTF-8,200,OK,Indexable,,"University Hospital, Newark, NJ",31,278,,0,0,,0,,0,The Brain Tumor Program,23,,0,Anatomy of the Brain,20,,0,,,,,,,,,,25517,170,9.044,2,,53,20,0,3.75,130,47,0,11,11,0,,,,,2ee3b2d8a42c196a47bd56b82e38db,0.026,"Tue, 26 Oct 2021 13:19:26 GMT",,,,1.1,https://uhnj.org/braintumor/html/aboutthebrainandtumors/anatomyofthebrain.htm,2022-02-04 11:34:25
130,https://uhnj.org/maternity/images/logo.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,10570,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.081,"Wed, 17 Feb 2021 23:03:49 GMT",,,,1.1,https://uhnj.org/maternity/images/logo.png,2022-02-04 11:34:25
131,https://uhnj.org/compliance/docs/uh_noticePrivacyPractice_spanish.pdf,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,330017,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.082,"Mon, 15 Nov 2021 11:48:24 GMT",,,,1.1,https://uhnj.org/compliance/docs/uh_noticePrivacyPractice_spanish.pdf,2022-02-04 11:34:25
132,https://uhnj.org/stroke/diagnosisintro.htm,text/html; charset=iso-8859-1,404,Not Found,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,223,0,0.0,2,,1,1,0,0.19,0,0,0,0,0,0,,,,,,0.024,,,,,1.1,https://uhnj.org/stroke/diagnosisintro.htm,2022-02-04 11:34:25
