,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H1-2,H1-2 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,Search 1: bridge clinic,URL Encoded Address,Crawl Timestamp
255,https://www.ynhh.org/smilow/services/gynecologic-cancer,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Gynecologic Cancer,18,179,,0,0,,0,Gynecologic Cancer,18,,0,Gynecologic Cancers Risk,24,Diagnosis and Treatment,23,,,,https://www.ynhh.org/,,,,,,90930,1706,15.249,2,,6,3,0,0.94,164,61,0,68,31,0,,,,,67d977ff50e27b6eae22c613f21f97cb,0.389,,,,,1.1,0,https://www.ynhh.org/smilow/services/gynecologic-cancer,2021-11-29 14:57:38
256,https://www.ynhh.org/patients-visitors/preparing/pre-operative-classes,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Pre-Operative Classes - Yale New Haven Hospital,47,439,Yale New Haven Hospital offers a number of free educational classes to patients who are scheduled for surgery,109,692,"pre-operative classes, preparing, your stay",43,Pre-Operative Classes,21,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,84009,665,7.496,2,,11,3,0,0.94,188,70,0,84,33,0,,,,,e159fc63b85d59ec3f454657bd98d316,0.311,,,,,1.1,0,https://www.ynhh.org/patients-visitors/preparing/pre-operative-classes,2021-11-29 14:57:38
257,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/GreekF6304_Summary_of_FAP_and_Application_0620.ashx,application/pdf,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,4154236,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.191,"Thu, 16 Jul 2020 18:36:48 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/GreekF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:57:39
258,https://www.ynhh.org/services/heart-and-vascular/preventive-cardiovascular-health,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.13,,,,,1.1,0,https://www.ynhh.org/services/heart-and-vascular/preventive-cardiovascular-health,2021-11-29 14:57:39
259,https://www.ynhh.org/patients-visitors/amenities/lost-and-found,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,11,6,0,1.88,0,0,0,0,0,0,,,,,,0.167,,,,,1.1,0,https://www.ynhh.org/patients-visitors/amenities/lost-and-found,2021-11-29 14:57:39
260,https://www.ynhh.org/childrens-hospital/services/pulmonology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,6,4,0,1.25,0,0,0,0,0,0,,,,,,0.157,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/pulmonology,2021-11-29 14:57:39
261,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/International-Medical-Program/yale_medicine.ashx?mh=800&mw=1440&hash=4F80C50B52E839EFC87732230D473977,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.136,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/International-Medical-Program/yale_medicine.ashx?mh=800&mw=1440&hash=4F80C50B52E839EFC87732230D473977,2021-11-29 14:57:39
262,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH-System/imgmychart.ashx?mh=800&mw=1440&hash=631229EBF748C1B1DC873DF44D4BDCB9,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.135,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Callouts_Video_StructuredContent/Hospitals/YNHH-System/imgmychart.ashx?mh=800&mw=1440&hash=631229EBF748C1B1DC873DF44D4BDCB9,2021-11-29 14:57:39
263,https://www.ynhh.org/smilow/find-a-location,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,85,27,0,8.44,0,0,0,0,0,0,,,,,,0.126,,,,,1.1,0,https://www.ynhh.org/smilow/find-a-location,2021-11-29 14:57:39
264,https://www.ynhh.org/services/digestive-health/procedures-and-treatments,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,20,10,0,3.13,0,0,0,0,0,0,,,,,,0.122,,,,,1.1,0,https://www.ynhh.org/services/digestive-health/procedures-and-treatments,2021-11-29 14:57:39
265,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_German.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.151,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_German.ashx,2021-11-29 14:57:39
266,https://www.ynhh.org/-/media/Images/Heros/2605_bgd.ashx?mh=450&mw=1440&hash=E6F41A3CC3E7032AAE17D128E6C86F33,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/2605_bgd.ashx?mh=450&mw=1440&hash=E6F41A3CC3E7032AAE17D128E6C86F33,2021-11-29 14:57:39
267,https://www.ynhh.org/childrens-hospital/about,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,90,44,0,13.75,0,0,0,0,0,0,,,,,,0.122,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/about,2021-11-29 14:57:39
268,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/About/penecillin_300.ashx?mh=800&mw=1440&hash=BE203D11FDDE442998F6231E55C2C0BE,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.121,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/About/penecillin_300.ashx?mh=800&mw=1440&hash=BE203D11FDDE442998F6231E55C2C0BE,2021-11-29 14:57:40
269,https://www.ynhh.org/-/media/Files/YNHH/PDF/HOPEapplicselffillable_110220_062921.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.147,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHH/PDF/HOPEapplicselffillable_110220_062921.ashx,2021-11-29 14:57:40
270,https://www.ynhh.org/services/heart-and-vascular/electrophysiology,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,1,0,0.31,0,0,0,0,0,0,,,,,,0.223,,,,,1.1,0,https://www.ynhh.org/services/heart-and-vascular/electrophysiology,2021-11-29 14:57:40
271,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/lauransmaxwell.ashx?h=133&w=100&hash=4FFA79BA34CEB5A73F0EC27B665BD3BE,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/lauransmaxwell.ashx?h=133&w=100&hash=4FFA79BA34CEB5A73F0EC27B665BD3BE,2021-11-29 14:57:40
272,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop15.ashx?la=en&hash=675983B187E280E48F5A31947EDDCFE8,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.131,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop15.ashx?la=en&hash=675983B187E280E48F5A31947EDDCFE8,2021-11-29 14:57:40
273,https://www.ynhh.org/-/media/Images/Heros/new/ynhhmaps.ashx?mh=442&mw=1440&hash=0A1A2D3A881FDF0DF4ACF598EDFAB759,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,214518,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.19,"Fri, 18 Sep 2015 13:22:59 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/new/ynhhmaps.ashx?mh=442&mw=1440&hash=0A1A2D3A881FDF0DF4ACF598EDFAB759,2021-11-29 14:57:40
274,https://www.ynhh.org/-/media/Images/Heros/ynhh_transplantation_hero3.ashx?mh=295&mw=1440&hash=09FA60299F1AAC5F1EAF8F4642FE0C10,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.206,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/ynhh_transplantation_hero3.ashx?mh=295&mw=1440&hash=09FA60299F1AAC5F1EAF8F4642FE0C10,2021-11-29 14:57:40
275,https://www.ynhh.org/smilow/contact,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,64,27,0,8.44,0,0,0,0,0,0,,,,,,0.134,,,,,1.1,0,https://www.ynhh.org/smilow/contact,2021-11-29 14:57:40
276,https://www.ynhh.org/about/community/auxiliary/committees-programs,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,4,1,0,0.31,0,0,0,0,0,0,,,,,,0.181,,,,,1.1,0,https://www.ynhh.org/about/community/auxiliary/committees-programs,2021-11-29 14:57:40
277,https://www.ynhh.org/sitemap,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.173,,,,,1.1,0,https://www.ynhh.org/sitemap,2021-11-29 14:57:40
278,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/What-to-expect-from-your-first-mammogram,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,10,5,0,1.56,0,0,0,0,0,0,,,,,,0.151,,,,,1.1,0,https://www.ynhh.org/services/Department-of-Radiology-and-Biomedical-Imaging/What-to-expect-from-your-first-mammogram,2021-11-29 14:57:40
279,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Cape_Verdean_Creole.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.139,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2021/policy_2296/2021_FAP_Cape_Verdean_Creole.ashx,2021-11-29 14:57:40
281,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/FrenchF6304_Summary_of_FAP_and_Application_0620.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.134,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/FrenchF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:57:41
282,https://www.ynhh.org/search,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Search,6,63,,0,0,,0,Search,6,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,123546,510,4.295,2,,5,2,0,0.63,168,66,0,80,32,0,,,,,d349f950234667e3208341f10a8c780b,0.549,,,,,1.1,0,https://www.ynhh.org/search,2021-11-29 14:57:40
283,https://www.ynhh.org/childrens-hospital/services/fetal-care,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,5,3,0,0.94,0,0,0,0,0,0,,,,,,0.127,,,,,1.1,0,https://www.ynhh.org/childrens-hospital/services/fetal-care,2021-11-29 14:57:41
284,https://www.ynhh.org/-/media/Images/Awards/HEI_LEADER_MasterPrint_M1_061419.ashx?mh=380&mw=380&hash=FB4F455A1A7151036C50E835F7905E89,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.129,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Awards/HEI_LEADER_MasterPrint_M1_061419.ashx?mh=380&mw=380&hash=FB4F455A1A7151036C50E835F7905E89,2021-11-29 14:57:41
285,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/tammarovincent.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.15,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/tammarovincent.ashx,2021-11-29 14:57:41
286,https://www.ynhh.org/services/neurology-neurosurgery/conditions/movement-disorders,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,13,7,0,2.19,0,0,0,0,0,0,,,,,,0.135,,,,,1.1,0,https://www.ynhh.org/services/neurology-neurosurgery/conditions/movement-disorders,2021-11-29 14:57:41
287,https://www.ynhh.org/medical-professionals/gme/training-and-orientation,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,8,5,0,1.56,0,0,0,0,0,0,,,,,,0.171,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/training-and-orientation,2021-11-29 14:57:41
288,https://www.ynhh.org/-/media/Files/YNHHS/PDF/medical-records/F4918Eng_fillable_0719.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.137,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/PDF/medical-records/F4918Eng_fillable_0719.ashx,2021-11-29 14:57:42
289,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop_balloonbutterfly.ashx,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,23061,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,1.419,"Tue, 09 Mar 2021 21:59:07 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHH-Page-Content/Patients-and-Visitors/glass-door-gift-shop/giftshop_balloonbutterfly.ashx,2021-11-29 14:57:40
290,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/TagalogF6304_Summary_of_FAP_and_Application_0620.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,2,2,0,0.63,0,0,0,0,0,0,,,,,,0.135,,,,,1.1,0,https://www.ynhh.org/-/media/Files/YNHHS/financial-assistance-policy/2020/summary_f6304_July/TagalogF6304_Summary_of_FAP_and_Application_0620.ashx,2021-11-29 14:57:42
291,https://www.ynhh.org/smilow/patients-visitors,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,122,28,0,8.75,0,0,0,0,0,0,,,,,,0.134,,,,,1.1,0,https://www.ynhh.org/smilow/patients-visitors,2021-11-29 14:57:42
292,https://www.ynhh.org/medical-professionals/gme/about-gme,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,About GME,9,102,,0,0,,0,About Graduate Medical Education,32,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,88210,885,8.705,2,,24,8,0,2.5,205,77,0,81,33,0,,,,,c4fa2621edfc27bb3fd532a4e71e3686,0.438,,,,,1.1,0,https://www.ynhh.org/medical-professionals/gme/about-gme,2021-11-29 14:57:41
293,https://www.ynhh.org/psychiatric/patients-visitors/what-to-expect,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,What to Expect,14,134,,0,0,,0,What to Expect,14,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,81846,536,6.137,2,,33,6,0,1.88,152,54,0,64,27,0,,,,,bdc122bdaa8741a24872cc0063f6112b,0.459,,,,,1.1,0,https://www.ynhh.org/psychiatric/patients-visitors/what-to-expect,2021-11-29 14:57:42
294,https://www.ynhh.org/-/media/Images/Heros/ynhh/2645_Digestive_Health_Hero.ashx?mh=295&mw=1440&hash=5DB421166F8EEE7A3F44258982799325,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,618040,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.183,"Tue, 08 Dec 2020 18:41:45 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/ynhh/2645_Digestive_Health_Hero.ashx?mh=295&mw=1440&hash=5DB421166F8EEE7A3F44258982799325,2021-11-29 14:57:42
295,https://www.ynhh.org/news/ynhh-joins-hypertrophic-cardiomyopathy-associations-center-of-excellence-program,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.133,,,,,1.1,0,https://www.ynhh.org/news/ynhh-joins-hypertrophic-cardiomyopathy-associations-center-of-excellence-program,2021-11-29 14:57:42
296,https://www.ynhh.org/services/transplantation/patient-stories,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,4,2,0,0.63,0,0,0,0,0,0,,,,,,0.13,,,,,1.1,0,https://www.ynhh.org/services/transplantation/patient-stories,2021-11-29 14:57:42
297,https://www.ynhh.org/espanol,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,1,1,0,0.31,0,0,0,0,0,0,,,,,,0.147,,,,,1.1,0,https://www.ynhh.org/espanol,2021-11-29 14:57:42
298,https://www.ynhh.org/-/media/Images/Logo/YNHHS/Updated/ynhhs_ynhh_hor_clr_rgb_v2.ashx?mh=55&mw=210&hash=8E723BAFC9772AD1B8409FA4C4912C1E,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.159,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Logo/YNHHS/Updated/ynhhs_ynhh_hor_clr_rgb_v2.ashx?mh=55&mw=210&hash=8E723BAFC9772AD1B8409FA4C4912C1E,2021-11-29 14:57:42
299,https://www.ynhh.org/patients-visitors/patient-rights-responsibilities/your-privacy,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,8,4,0,1.25,0,0,0,0,0,0,,,,,,0.156,,,,,1.1,0,https://www.ynhh.org/patients-visitors/patient-rights-responsibilities/your-privacy,2021-11-29 14:57:42
300,https://www.ynhh.org/news/ynhh-recognized-for-excellence-in-community-service-with-2017-foster-g-mcgaw-prize,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Yale New Haven Hospital recognized for excellence in community service with 2017 Foster G. McGaw Prize,102,944,"NEW HAVEN, Conn., January 23, 2018 – In honor of the exceptional efforts to build programs that promote engagement, job growth and access to quality health care in its community of New Haven, Yale New Haven Hospital is awarded the 2017 Foster G. McGaw Prize for Excellence in Community Service and will receive $100,000 towards programs that further these goals.",362,2325,"Yale New Haven Hospital, excellence in community service, 2017 foster g. mcgaw prize",84,Yale New Haven Hospital recognized for excellence in community service with 2017 Foster G. McGaw Prize,102,,0,Thank you for your feedback.,28,,0,,,,https://www.ynhh.org/,,,,,,96239,2148,17.079,2,,5,2,0,0.63,173,69,0,99,42,0,,,,,6b46abb9404f411528fd68a7c586b73d,0.63,,,,,1.1,0,https://www.ynhh.org/news/ynhh-recognized-for-excellence-in-community-service-with-2017-foster-g-mcgaw-prize,2021-11-29 14:57:42
301,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/angelini-michael.ashx,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,8678,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.283,"Wed, 26 May 2021 20:36:58 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/angelini-michael.ashx,2021-11-29 14:57:43
302,https://www.ynhh.org/about/hospital-overview/history-heritage/archives,text/html; charset=utf-8,200,OK,Non-Indexable,Canonicalised,Archives - Yale New Haven Hospital,34,317,The Archives at Yale New Haven Hospital documents and preserves the history and activities of the hospital and helps those researching the institution,150,937,"archives, history, documents",28,Archives,8,,0,Contact Information,19,Thank you for your feedback.,28,,,,https://www.ynhh.org/,,,,,,85408,853,8.733,2,,13,4,0,1.25,186,69,0,81,33,0,,,,,648aa99ce9b8580257d9d64a76e00c26,0.63,,,,,1.1,0,https://www.ynhh.org/about/hospital-overview/history-heritage/archives,2021-11-29 14:57:42
303,https://www.ynhh.org/-/media/Images/Heros/ynhh/bg_ynhh_womens_services_reddy.ashx?mh=295&mw=1440&hash=AEE3500B65B4A639186652FE6BFE5811,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,54622,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.279,"Mon, 10 Jun 2019 18:19:22 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/Heros/ynhh/bg_ynhh_womens_services_reddy.ashx?mh=295&mw=1440&hash=AEE3500B65B4A639186652FE6BFE5811,2021-11-29 14:57:43
304,https://www.ynhh.org/-/media/Images/US-News-Badges/21-22/YNHCH/YNHCH_Badge_21-22_footer.ashx?mh=100&mw=100&hash=BD743F56BC3B3D7F88D7FDADBC1674A5,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,13980,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.209,"Tue, 15 Jun 2021 10:33:48 GMT",,,,1.1,0,https://www.ynhh.org/-/media/Images/US-News-Badges/21-22/YNHCH/YNHCH_Badge_21-22_footer.ashx?mh=100&mw=100&hash=BD743F56BC3B3D7F88D7FDADBC1674A5,2021-11-29 14:57:43
305,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/schaffermichael.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.138,,,,,1.1,0,https://www.ynhh.org/-/media/Images/Page-Content/YNHHS/Leadership/schaffermichael.ashx,2021-11-29 14:57:43
306,https://www.ynhh.org/-/media/Images/About-Us/Community-Benefits-2020/18626_YNHHS_Community_Benefit_Reports_2020---YNHH.ashx,text/html; charset=UTF-8,429,Too Many Requests,Non-Indexable,Client Error,,0,0,,0,0,,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.145,,,,,1.1,0,https://www.ynhh.org/-/media/Images/About-Us/Community-Benefits-2020/18626_YNHHS_Community_Benefit_Reports_2020---YNHH.ashx,2021-11-29 14:57:43
