,Address,Content Type,Status Code,Status,Indexability,Indexability Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keywords 1,Meta Keywords 1 Length,H1-1,H1-1 Length,H2-1,H2-1 Length,H2-2,H2-2 Length,Meta Robots 1,X-Robots-Tag 1,Meta Refresh 1,Canonical Link Element 1,"rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1",amphtml Link Element,Size (bytes),Word Count,Text Ratio,Crawl Depth,Link Score,Inlinks,Unique Inlinks,Unique JS Inlinks,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Closest Similarity Match,No. Near Duplicates,Spelling Errors,Grammar Errors,Hash,Response Time,Last Modified,Redirect URL,Redirect Type,Cookies,HTTP Version,URL Encoded Address,Crawl Timestamp
57,https://health.universityofcalifornia.edu/education/optometry,text/html; charset=UTF-8,200,OK,Indexable,,Optometry | University of California Health,43,369,University of California School of Optometry in Berkeley offers hands-on patient experience as part of OD and PhD programs in vision science and research.,154,971,,0,University of California School of Optometry,44,Optometry Hands-On Clinical Training,36,Leading California — and the Nation,35,,,,https://health.universityofcalifornia.edu/education/optometry,,,,,,44459,634,12.013,1,,313,151,0,98.69,72,43,0,15,14,0,,,,,7891d997de163b6b59440bdd62bf1fa2,0.209,,,,,1.1,https://health.universityofcalifornia.edu/education/optometry,2022-02-04 10:27:54
58,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/UCLA-surgical-team_hero.jpg?h=10d202d3&itok=f43quQKo,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,36578,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.117,"Wed, 03 Nov 2021 15:39:07 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x400/public/2021-04/UCLA-surgical-team_hero.jpg?h=10d202d3&itok=f43quQKo,2022-02-04 10:27:54
59,https://health.universityofcalifornia.edu/education/nursing,text/html; charset=UTF-8,200,OK,Indexable,,Nursing | University of California Health,41,347,University of California Schools of Nursing graduate nurses who are grounded in patient care informed by research and combined with a focus on community improvement.,165,1055,,0,University of California Schools of Nursing,43,Becoming a Nurse,16,Leading California — and the Nation,35,,,,https://health.universityofcalifornia.edu/education/nursing,,,,,,57927,1033,13.435,1,,315,151,0,98.69,72,43,0,34,28,0,,,,,f289a89c6dfc7ef1f62fa248fadcb4e1,0.209,,,,,1.1,https://health.universityofcalifornia.edu/education/nursing,2022-02-04 10:27:54
60,https://health.universityofcalifornia.edu/sites/default/files/2021-04/stethoscope.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,1050,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.153,"Wed, 03 Nov 2021 15:37:27 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/2021-04/stethoscope.svg,2022-02-04 10:27:54
61,https://health.universityofcalifornia.edu/reports,text/html; charset=UTF-8,200,OK,Indexable,,Reports | University of California Health,41,347,,0,0,,0,Reports,7,,0,,0,,,,https://health.universityofcalifornia.edu/reports,,,,,,58591,420,6.775,1,,359,151,0,98.69,106,57,0,13,12,0,,,,,a4af16d8165e8e5df76b054c30a525d7,0.146,,,,,1.1,https://health.universityofcalifornia.edu/reports,2022-02-04 10:27:54
63,https://health.universityofcalifornia.edu/behind-fight-against-covid-19,text/html; charset=UTF-8,200,OK,Indexable,,Behind the fight against COVID-19 | University of California Health,67,582,,0,0,,0,Mobilizing health and science to fight COVID-19,47,Through the darkest days and into the light,43,,0,,,,https://health.universityofcalifornia.edu/behind-fight-against-covid-19,,,,,,44977,376,7.794,1,,2,2,0,1.31,75,45,0,14,12,0,,,,,b3763fe5ce131038e5d8d7a029a41979,0.198,,,,,1.1,https://health.universityofcalifornia.edu/behind-fight-against-covid-19,2022-02-04 10:27:54
66,https://health.universityofcalifornia.edu/sites/default/files/images/logo%20background.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,5245,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.089,"Wed, 03 Nov 2021 15:38:07 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/images/logo%20background.svg,2022-02-04 10:27:55
68,https://health.universityofcalifornia.edu/sites/default/files/2021-04/person.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,817,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.145,"Wed, 03 Nov 2021 15:37:30 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/2021-04/person.svg,2022-02-04 10:27:55
69,https://health.universityofcalifornia.edu/terms-and-conditions-use,text/html; charset=UTF-8,200,OK,Indexable,,Terms and conditions of Use | University of California Health,61,530,,0,0,,0,Terms and conditions of Use,27,,0,,0,,,,https://health.universityofcalifornia.edu/terms-and-conditions-use,,,,,,43986,1533,25.004,1,,152,151,0,98.69,69,42,0,23,22,0,,,,,e9c3b0c8d292e6b1a8336327df83a04e,0.163,,,,,1.1,https://health.universityofcalifornia.edu/terms-and-conditions-use,2022-02-04 10:27:55
71,https://health.universityofcalifornia.edu/dashboards/uc-trained-health-sciences-professionals-california,text/html; charset=UTF-8,301,Moved Permanently,Non-Indexable,Redirected,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,0,0,0.0,1,,2,2,0,1.31,0,0,0,0,0,0,,,,,,0.184,,https://health.universityofcalifornia.edu/dashboards/uch-trained-health-sciences-professionals-california,HTTP Redirect,,1.1,https://health.universityofcalifornia.edu/dashboards/uc-trained-health-sciences-professionals-california,2022-02-04 10:27:55
72,https://health.universityofcalifornia.edu/sites/default/files/2021-04/uchealth_wordmark_4block_UC_blue.svg,image/svg+xml,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,3632,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.073,"Wed, 03 Nov 2021 15:37:52 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/2021-04/uchealth_wordmark_4block_UC_blue.svg,2022-02-04 10:27:55
73,https://health.universityofcalifornia.edu/research/areas-research-collaboration,text/html; charset=UTF-8,200,OK,Indexable,,Areas of Research Collaboration | University of California Health,65,561,"Researchers across UCH collaborate to push the boundaries of genomics, telemedicine,  bioengineering, cancer care, the health effects of climate change and more.",161,1019,,0,Areas of Research Collaboration,31,Clinical and Predictive Genomics,32,"Virtual Care (Telemedicine), Sensors and Networking",51,,,,https://health.universityofcalifornia.edu/research/areas-research-collaboration,,,,,,46312,1503,24.232,1,,157,151,0,98.69,75,42,0,19,18,0,,,,,405b103b5eeabe5ef8ce4c3fb2eee3d0,0.219,,,,,1.1,https://health.universityofcalifornia.edu/research/areas-research-collaboration,2022-02-04 10:27:55
74,https://health.universityofcalifornia.edu/nondiscrimination-policy,text/html; charset=UTF-8,200,OK,Indexable,,Nondiscrimination Policy | University of California Health,58,495,"The University of California, and University of California Health and its locations, is committed to the principle of treating each community member with respect and dignity.",174,1053,,0,Nondiscrimination Policy,24,Notice of Nondiscrimination and How to Report Sexual Harassment ,64,,0,,,,https://health.universityofcalifornia.edu/nondiscrimination-policy,,,,,,49987,478,11.594,1,,152,151,0,98.69,69,42,0,40,37,0,,,,,c45994792fe3f5d299d63c0dec7302be,0.144,,,,,1.1,https://health.universityofcalifornia.edu/nondiscrimination-policy,2022-02-04 10:27:55
75,https://health.universityofcalifornia.edu/sites/default/files/styles/375x500_3_4_/public/2021-04/1280_oTmuF0YrcSpj.jpg?h=8abcec71&itok=tN1hfKnE,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,20763,0,0.0,1,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.113,"Wed, 03 Nov 2021 15:39:07 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/375x500_3_4_/public/2021-04/1280_oTmuF0YrcSpj.jpg?h=8abcec71&itok=tN1hfKnE,2022-02-04 10:27:55
76,https://health.universityofcalifornia.edu/patient-care/academic-health-centers/ucla-health,text/html; charset=UTF-8,200,OK,Indexable,,UCLA Health | University of California Health,45,393,"As an academic health center, UCLA Health physicians and researchers exchange research, data and best practices across University of California Health.",151,964,,0,UCLA Health,11,About UCLA Health,17,In the Top 10 for U.S. Hospitals,32,,,,https://health.universityofcalifornia.edu/patient-care/academic-health-centers/ucla-health,,,,,,46577,733,12.304,1,,312,151,0,98.69,70,42,0,27,20,0,,,,,51771b40ca45d55195417472ed0e5a33,0.143,,,,,1.1,https://health.universityofcalifornia.edu/patient-care/academic-health-centers/ucla-health,2022-02-04 10:27:55
77,https://health.universityofcalifornia.edu/refer-patient,text/html; charset=UTF-8,200,OK,Indexable,,Refer a Patient | University of California Health,49,408,"Physicians and other clinicians across University of California Health academic health centers look forward to collaborating with you to provide comprehensive, quality care for your patient.",190,1164,,0,Refer a Patient,15,Interior Menu,13,Interior Menu,13,,,,https://health.universityofcalifornia.edu/refer-patient,,,,,,39712,269,8.509,1,,309,151,0,98.69,76,44,0,23,21,0,,,,,b90070fd6dd938f505025a231c9d161a,0.138,,,,,1.1,https://health.universityofcalifornia.edu/refer-patient,2022-02-04 10:27:55
78,https://health.universityofcalifornia.edu/patient-care/cancer-consortium,text/html; charset=UTF-8,200,OK,Indexable,,Cancer Consortium | University of California Health,51,449,"The University of California is the only system with 5 NCI comprehensive cancer centers and they share research, clinical trials and expertise to improve care.",159,982,,0,University of California Cancer Consortium,42,Find a Cancer Clinical Trial,28,Our Comprehensive Cancer Centers,32,,,,https://health.universityofcalifornia.edu/patient-care/cancer-consortium,,,,,,58368,792,10.884,1,,315,151,0,98.69,73,44,0,42,40,0,,,,,428d4aa38e1eba1ac6aa8d22052dc0f2,0.146,,,,,1.1,https://health.universityofcalifornia.edu/patient-care/cancer-consortium,2022-02-04 10:27:55
80,https://health.universityofcalifornia.edu/patient-care/childrens-hospitals,text/html; charset=UTF-8,200,OK,Indexable,,Children’s Hospitals | University of California Health,54,455,"University of California’s four children’s hospitals are ranked among the best in the U.S. in 10 specialties, including cancer, heart surgery and neonatology.",158,955,,0,University of California Children’s Hospitals,45,Leading California — and the Nation,35,Our Children’s Hospitals,24,,,,https://health.universityofcalifornia.edu/patient-care/childrens-hospitals,,,,,,50680,807,12.645,1,,163,151,0,98.69,71,42,0,28,26,0,,,,,1a64b51495eb407e589da5e84e0d5f29,0.173,,,,,1.1,https://health.universityofcalifornia.edu/patient-care/childrens-hospitals,2022-02-04 10:27:55
82,https://health.universityofcalifornia.edu/about-us/fighting-covid-19,text/html; charset=UTF-8,200,OK,Indexable,,Fighting COVID-19 | University of California Health,51,446,"From research to clinical care to vaccine rollout, University of California Health has vigorously responded to the coronavirus (COVID-19) pandemic.",147,913,,0,Fighting COVID-19,17,Interior Menu,13,COVID-19 Response Snapshot,26,,,,https://health.universityofcalifornia.edu/about-us/fighting-covid-19,,,,,,50124,902,16.514,1,,189,151,0,98.69,104,52,0,15,13,0,,,,,3f898dcaa27b569baf1698c3d5d6a61b,0.167,,,,,1.1,https://health.universityofcalifornia.edu/about-us/fighting-covid-19,2022-02-04 10:27:55
84,https://health.universityofcalifornia.edu/about-us/social-media,text/html; charset=UTF-8,200,OK,Indexable,,Social Media | University of California Health,46,391,"See UCH clinicians, researchers, educators and students in near-real time on social media as they make a difference for people everywhere.",138,875,,0,Social Media,12,Interior Menu,13,University of California Health,31,,,,https://health.universityofcalifornia.edu/about-us/social-media,,,,,,58273,456,8.174,1,,183,151,0,98.69,103,51,0,113,111,0,,,,,7857709bb57e5bc079d5f9ecd5e3d154,0.177,,,,,1.1,https://health.universityofcalifornia.edu/about-us/social-media,2022-02-04 10:27:55
85,https://health.universityofcalifornia.edu/education/veterinary-medicine,text/html; charset=UTF-8,200,OK,Indexable,,Veterinary Medicine | University of California Health,53,452,"The nationally leading University of California School of Veterinary Medicine advances the health of animals, humans and the environment.",137,857,,0,University of California School of Veterinary Medicine,54,The Role of Veterinarians,25,Leading California — and the Nation ,36,,,,https://health.universityofcalifornia.edu/education/veterinary-medicine,,,,,,46067,757,13.104,1,,314,151,0,98.69,76,44,0,15,14,0,,,,,2cb423a220f615a209d7dfcb82d0859b,0.125,,,,,1.1,https://health.universityofcalifornia.edu/education/veterinary-medicine,2022-02-04 10:27:56
86,https://health.universityofcalifornia.edu/research/clinical-trials/what-are-clinical-trials-and-how-do-they-work,text/html; charset=UTF-8,200,OK,Indexable,,What Are Clinical Trials and How Do They Work? | University of California Health,80,713,"Clinical trials are research studies that help find new  treatments. When you join a clinical trial at UCH, you can get early access to experimental options.",157,940,,0,What Are Clinical Trials and How Do They Work?,46,Reasons to Join a Clinical Trial,32,Who Can Join a Clinical Trial?,30,,,,https://health.universityofcalifornia.edu/research/clinical-trials/what-are-clinical-trials-and-how-do-they-work,,,,,,45101,1161,17.97,1,,304,151,0,98.69,70,42,0,14,10,0,,,,,ba4bda75f1228a3c593dbc37874c8d63,0.171,,,,,1.1,https://health.universityofcalifornia.edu/research/clinical-trials/what-are-clinical-trials-and-how-do-they-work,2022-02-04 10:27:56
90,https://health.universityofcalifornia.edu/dashboards/university-california-health-community-benefits-fy-2019-2020,text/html; charset=UTF-8,200,OK,Indexable,,University of California Health Community Benefits FY 2019-2020 | University of California Health,97,855,,0,0,,0,University of California Health Community Benefits FY 2019-2020,63,,0,,0,,,,https://health.universityofcalifornia.edu/dashboards/university-california-health-community-benefits-fy-2019-2020,,,,,,34394,86,4.928,2,,5,3,0,1.96,70,43,0,10,9,0,,,,,fd5a9f74edc7b9c64ebbbfb093dfaf8a,0.168,,,,,1.1,https://health.universityofcalifornia.edu/dashboards/university-california-health-community-benefits-fy-2019-2020,2022-02-04 10:27:56
92,https://health.universityofcalifornia.edu/sites/default/files/inline-images/mRNA-DNA.gif,image/gif,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,882147,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.114,"Wed, 03 Nov 2021 15:38:26 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/mRNA-DNA.gif,2022-02-04 10:27:56
93,https://health.universityofcalifornia.edu/about-us/our-commitment-medi-cal,text/html; charset=UTF-8,200,OK,Indexable,,Our Commitment to Medi-Cal | University of California Health,60,535,"As a public institution, we provide exceptional care to all Californians. And, we actively seek ways to expand our reach to those who need it most by improving access to health care.",182,1121,,0,Our Commitment to Medi-Cal,26,Interior Menu,13,Reimbursement Differs Across Payors  ,37,,,,https://health.universityofcalifornia.edu/about-us/our-commitment-medi-cal,,,,,,47496,625,13.128,2,,33,16,0,10.46,107,52,0,16,13,0,,,,,a51459deeacc7068e8dd949d429a0870,0.124,,,,,1.1,https://health.universityofcalifornia.edu/about-us/our-commitment-medi-cal,2022-02-04 10:27:56
94,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Talmadge-E-King-UCSF-SOM.png,image/png,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,150026,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.228,"Wed, 03 Nov 2021 15:38:16 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/inline-images/Dean-Talmadge-E-King-UCSF-SOM.png,2022-02-04 10:27:56
95,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/zoomface_1_featured.jpg?itok=IuwSE0Zc,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,2894,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.52,"Fri, 04 Feb 2022 15:27:57 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/150x100_3_2_/public/news_images/zoomface_1_featured.jpg?itok=IuwSE0Zc,2022-02-04 10:27:56
96,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/1280_ykxLezIzY076.jpg?h=10d202d3&itok=i2I3TTux,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,54764,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.312,"Wed, 03 Nov 2021 15:59:53 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/868x488_16_9_/public/2021-05/1280_ykxLezIzY076.jpg?h=10d202d3&itok=i2I3TTux,2022-02-04 10:27:56
97,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UC-Davis-Health---Medical-Center-2.jpg?h=6eb229a4&itok=aBMEcA4w,image/jpeg,200,OK,Indexable,,,0,0,,0,0,,0,,0,,0,,0,,,,,,,,,,45317,0,0.0,2,,0,0,0,0.0,0,0,0,0,0,0,,,,,,0.216,"Wed, 03 Nov 2021 15:56:29 GMT",,,,1.1,https://health.universityofcalifornia.edu/sites/default/files/styles/600x450_4_3_/public/2021-04/UC-Davis-Health---Medical-Center-2.jpg?h=6eb229a4&itok=aBMEcA4w,2022-02-04 10:27:57
